OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
106400548,ADVENTIST HEALTH TWIN CITIES,050000078,Parent Facility,1100 LAS TABLAS ROAD,TEMPLETON,93465,40,San Luis Obispo,Emergency - Basic,122,Open,1977-02-07,Hospital,General Acute Care Hospital,35.55604030,-120.71904460
106400683,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,150000498,Parent Facility,10333 EL CAMINO REAL,ATASCADERO,93422,40,San Luis Obispo,Not Applicable,"1,275",Open,1954-06-16,Hospital,Acute Psychiatric Hospital,35.46325980,-120.63445650
106404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,M02016035,Parent Facility,2178 JOHNSON AVE,SAN LUIS OBISPO,93401,40,San Luis Obispo,Not Applicable,16,Open,2003-04-08,Hospital,Psychiatric Health Facility,35.27583400,-120.64698180
106410782,SAN MATEO MEDICAL CENTER,220000015,Parent Facility,222 WEST 39TH AVENUE,SAN MATEO,94403,41,San Mateo,Emergency - Basic,167,Open,1953-07-01,Hospital,General Acute Care Hospital,37.53074660,-122.29911440
106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,220000022,Parent Facility,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,41,San Mateo,Emergency - Basic,120,Open,1974-07-01,Hospital,General Acute Care Hospital,37.65920600,-122.43911540
106410817,AHMC SETON MEDICAL CENTER,220000026,Parent Facility,1900 SULLIVAN AVENUE,DALY CITY,94015,41,San Mateo,Emergency - Basic,256,Open,1965-12-12,Hospital,General Acute Care Hospital,37.67967140,-122.47436350
106410828,AHMC SETON MEDICAL CENTER COASTSIDE,220000026,Consolidated Facility,600 MARINE BOULEVARD,MOSS BEACH,94038,41,San Mateo,Emergency - Standby,121,Open,2005-02-01,Hospital,General Acute Care Hospital,37.52632160,-122.50726180
106410852,MILLS-PENINSULA MEDICAL CENTER,220000037,Parent Facility,1501 TROUSDALE DRIVE,BURLINGAME,94010,41,San Mateo,Emergency - Basic,241,Open,1954-03-01,Hospital,General Acute Care Hospital,37.59181220,-122.38332960
106410891,SEQUOIA HOSPITAL,220000045,Parent Facility,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,41,San Mateo,Emergency - Basic,184,Open,1950-10-17,Hospital,General Acute Care Hospital,37.47984300,-122.25466540
106414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,220000021,Parent Facility,1100 VETERANS BLVD.,REDWOOD CITY,94063,41,San Mateo,Emergency - Basic,153,Open,2014-12-01,Hospital,General Acute Care Hospital,37.48918820,-122.22427620
106414145,MILLS HEALTH CENTER D/P APH,220000037,Distinct Part Facility,100 S. SAN MATEO DR,SAN MATEO,94401,41,San Mateo,None,60,Open,2014-12-08,Hospital,General Acute Care Hospital,37.56504270,-122.32620780
106420483,GOLETA VALLEY COTTAGE HOSPITAL,050000034,Parent Facility,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,42,Santa Barbara,Emergency - Basic,48,Open,1964-07-13,Hospital,General Acute Care Hospital,34.43292890,-119.81072290
106420491,LOMPOC VALLEY MEDICAL CENTER,050000038,Parent Facility,1515 E. OCEAN AVENUE,LOMPOC,93436,42,Santa Barbara,Emergency - Basic,60,Open,1946-01-01,Hospital,General Acute Care Hospital,34.64113750,-120.43951910
106420493,MARIAN REGIONAL MEDICAL CENTER,050000040,Parent Facility,1400 EAST CHURCH STREET,SANTA MARIA,93454,42,Santa Barbara,Emergency - Basic,286,Open,1967-03-08,Hospital,General Acute Care Hospital,34.95092010,-120.41318530
106420514,SANTA BARBARA COTTAGE HOSPITAL,050000140,Parent Facility,400 W. PUEBLO STREET,SANTA BARBARA,93105,42,Santa Barbara,Emergency - Basic,481,Open,1946-01-01,Hospital,General Acute Care Hospital,34.42955560,-119.72432250
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,050000057,Parent Facility,2050 VIBORG ROAD,SOLVANG,93463,42,Santa Barbara,Emergency - Standby,11,Open,1964-11-02,Hospital,General Acute Care Hospital,34.60235200,-120.12569520
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,M01016014,Parent Facility,315 CAMINO DEL REMEDIO,SANTA BARBARA,93110,42,Santa Barbara,Not Applicable,16,Open,1988-01-29,Hospital,Psychiatric Health Facility,34.44415840,-119.78064790
106424047,COTTAGE REHABILITATION HOSPITAL,050000140,Consolidated Facility,2415 DE LA VINA STREET,SANTA BARBARA,93105,42,Santa Barbara,None,38,Open,2007-09-20,Hospital,General Acute Care Hospital,34.43275590,-119.72262270
106430035,STANFORD HEALTH CARE,070000662,Consolidated Facility,500 PASTEUR DRIVE,PALO ALTO,94304,43,Santa Clara,Emergency - Basic,368,Open,2019-11-07,Hospital,General Acute Care Hospital,37.43451410,-122.17663490
106430047,EL CAMINO HOSPITAL D/P APH,070000660,Distinct Part Facility,2590 GRANT ROAD,MOUNTAIN VIEW,94040,43,Santa Clara,None,36,Open,2022-11-17,Hospital,General Acute Care Hospital,37.36758160,-122.07958490
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,070000005,Parent Facility,225 NORTH JACKSON AVENUE,SAN JOSE,95116,43,Santa Clara,Emergency - Basic,258,Open,1965-07-16,Hospital,General Acute Care Hospital,37.36220570,-121.84896670
106430743,EL CAMINO HOSPITAL LOS GATOS,070000660,Consolidated Facility,815 POLLARD ROAD,LOS GATOS,95032,43,Santa Clara,Emergency - Basic,143,Open,2009-04-11,Hospital,General Acute Care Hospital,37.26275640,-121.96961750
106430763,EL CAMINO HEALTH,070000660,Parent Facility,2500 GRANT ROAD,MOUNTAIN VIEW,94040,43,Santa Clara,Emergency - Basic,287,Open,1961-08-18,Hospital,General Acute Care Hospital,37.36923120,-122.07940400
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,070000048,Parent Facility,2425 SAMARITAN DRIVE,SAN JOSE,95124,43,Santa Clara,Emergency - Basic,404,Open,1965-09-21,Hospital,General Acute Care Hospital,37.25316340,-121.94742210
106430837,O'CONNOR HOSPITAL,070000085,Consolidated Facility,2105 FOREST AVENUE,SAN JOSE,95128,43,Santa Clara,Emergency - Basic,358,Open,2019-03-01,Hospital,General Acute Care Hospital,37.32763480,-121.93886720
106430883,SANTA CLARA VALLEY MEDICAL CENTER,070000085,Parent Facility,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,43,Santa Clara,Emergency - Comprehensive,628,Open,1953-01-01,Hospital,General Acute Care Hospital,37.31561020,-121.93296400
106430905,STANFORD HEALTH CARE,070000662,Parent Facility,300 PASTEUR DRIVE,PALO ALTO,94305,43,Santa Clara,Emergency - Basic,254,Open,1948-01-01,Hospital,General Acute Care Hospital,37.43307460,-122.17504850
106430915,MISSION OAKS HOSPITAL,070000048,Consolidated Facility,15891 LOS GATOS-ALMADEN ROAD,LOS GATOS,95032,43,Santa Clara,None,70,Open,2001-02-01,Hospital,General Acute Care Hospital,37.24475340,-121.94793320
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,070000117,Parent Facility,250 HOSPITAL PARKWAY,SAN JOSE,95119,43,Santa Clara,Emergency - Basic,247,Open,1973-12-01,Hospital,General Acute Care Hospital,37.23980410,-121.80025120
106434032,SAN JOSE BEHAVIORAL HEALTH,550003449,Parent Facility,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,43,Santa Clara,Not Applicable,133,Open,2016-03-31,Hospital,Acute Psychiatric Hospital,37.24896640,-121.77448350
106434040,LUCILE PACKARD CHILDREN'S HOSPITAL STANFORD,070000659,Parent Facility,725 WELCH ROAD,PALO ALTO,94304,43,Santa Clara,None,426,Open,1991-06-09,Hospital,General Acute Care Hospital,37.43608010,-122.17387460
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,070000320,Parent Facility,3777 SOUTH BASCOM AVENUE,CAMPBELL,95008,43,Santa Clara,None,31,Open,1992-05-29,Hospital,General Acute Care Hospital,37.25975500,-121.94757770
106434138,ST. LOUISE REGIONAL HOSPITAL,070000085,Consolidated Facility,9400 NO NAME UNO,GILROY,95020,43,Santa Clara,Emergency - Basic,93,Open,2019-03-01,Hospital,General Acute Care Hospital,37.03671670,-121.57116080
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,070000661,Parent Facility,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,43,Santa Clara,Emergency - Basic,343,Open,2007-07-24,Hospital,General Acute Care Hospital,37.33623740,-121.99853800
106434218,KAISER PERMANENTE P.H.F - SANTA CLARA,M02024044,Parent Facility,3840 HOMESTEAD ROAD,SANTA CLARA,95051,43,Santa Clara,Not Applicable,24,Open,2010-11-01,Hospital,Psychiatric Health Facility,37.33632370,-122.00186660
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SAN JOSE,M02016047,Parent Facility,1425 Fruitdale Ave,San Jose,95128,43,Santa Clara,Not Applicable,16,Open,2011-03-02,Hospital,Psychiatric Health Facility,37.31174550,-121.91475420
106440755,DOMINICAN HOSPITAL,070000030,Parent Facility,1555 SOQUEL DRIVE,SANTA CRUZ,95065,44,Santa Cruz,Emergency - Basic,222,Open,1967-12-26,Hospital,General Acute Care Hospital,36.98947300,-121.98441190
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,070000399,Parent Facility,2900 CHANTICLEER AVENUE,SANTA CRUZ,95065,44,Santa Cruz,None,28,Open,1996-03-08,Hospital,General Acute Care Hospital,36.98768200,-121.97746040
106444013,WATSONVILLE COMMUNITY HOSPITAL,070000097,Parent Facility,75 NIELSON STREET,WATSONVILLE,95076,44,Santa Cruz,Emergency - Basic,106,Open,1998-04-24,Hospital,General Acute Care Hospital,36.92711900,-121.79253720
106444029,TELECARE SANTA CRUZ PHF,M02016053,Parent Facility,2250 Soquel Ave,Santa Cruz,95062,44,Santa Cruz,Not Applicable,16,Open,2013-12-14,Hospital,Psychiatric Health Facility,36.98348540,-121.99370080
106450936,MAYERS MEMORIAL HOSPITAL,230000021,Parent Facility,43563 STATE HWY. 299 E,FALL RIVER MILLS,96028,45,Shasta,Emergency - Standby,115,Open,1959-01-07,Hospital,General Acute Care Hospital,41.02367640,-121.42400810
106450940,SHASTA REGIONAL MEDICAL CENTER,230000023,Parent Facility,1100 BUTTE STREET,REDDING,96001,45,Shasta,Emergency - Basic,226,Open,1946-04-02,Hospital,General Acute Care Hospital,40.58555410,-122.38775730
106450949,MERCY MEDICAL CENTER - REDDING,230000024,Parent Facility,2175 ROSALINE AVENUE,REDDING,96001,45,Shasta,Emergency - Basic,266,Open,1953-04-09,Hospital,General Acute Care Hospital,40.57195330,-122.39523280
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,230000191,Parent Facility,2801 EUREKA WAY,REDDING,96001,45,Shasta,None,82,Open,1991-09-10,Hospital,General Acute Care Hospital,40.58507900,-122.41360010
106454013,PATIENTS' HOSPITAL OF REDDING,230000195,Parent Facility,2900 EUREKA WAY,REDDING,96001,45,Shasta,None,10,Open,2023-10-19,Hospital,General Acute Care Hospital,40.58590870,-122.41686100
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,M02016049,Parent Facility,2750 Eureka Way,Redding,96001,45,Shasta,Not Applicable,16,Open,2013-02-27,Hospital,Psychiatric Health Facility,40.58618230,-122.41182020
106470871,MERCY MEDICAL CENTER MT. SHASTA,230000015,Parent Facility,914 PINE STREET,MOUNT SHASTA,96067,47,Siskiyou,Emergency - Basic,33,Open,1976-04-13,Hospital,General Acute Care Hospital,41.31870050,-122.32092080
106474007,FAIRCHILD MEDICAL CENTER,230000035,Parent Facility,444 BRUCE STREET,YREKA,96097,47,Siskiyou,Emergency - Basic,28,Open,1997-07-11,Hospital,General Acute Care Hospital,41.71932010,-122.64569430
106480989,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,110000026,Parent Facility,975 SERENO DRIVE,VALLEJO,94589,48,Solano,Emergency - Basic,253,Open,1973-03-21,Hospital,General Acute Care Hospital,38.12599880,-122.24722040
106481015,ADVENTIST HEALTH VALLEJO,110000042,Parent Facility,525 OREGON STREET,VALLEJO,94590,48,Solano,Not Applicable,61,Open,1963-06-17,Hospital,Acute Psychiatric Hospital,38.11788970,-122.24899310
106481094,SUTTER SOLANO MEDICAL CENTER,110000082,Parent Facility,300 HOSPITAL DRIVE,VALLEJO,94589,48,Solano,Emergency - Basic,106,Open,1946-01-01,Hospital,General Acute Care Hospital,38.13128880,-122.23733730
106481357,NORTHBAY MEDICAL CENTER,110000093,Parent Facility,1200 B. GALE WILSON BLVD.,FAIRFIELD,94533,48,Solano,Emergency - Basic,154,Open,1959-12-11,Hospital,General Acute Care Hospital,38.26200910,-122.04734340
106484001,NORTHBAY VACAVALLEY HOSPITAL,110000093,Consolidated Facility,1000 NUT TREE ROAD,VACAVILLE,95687,48,Solano,Emergency - Basic,50,Open,1987-07-01,Hospital,General Acute Care Hospital,38.35576950,-121.95171160
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,550001207,Parent Facility,1 QUALITY DRIVE,VACAVILLE,95688,48,Solano,Emergency - Basic,150,Open,2009-09-16,Hospital,General Acute Care Hospital,38.38848170,-121.93925730
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,M02016055,Parent Facility,2201 TUOLUMNE ST,VALLEJO,94589,48,Solano,Not Applicable,16,Open,2014-04-03,Hospital,Psychiatric Health Facility,38.13079820,-122.24129200
106490040,SONOMA COUNTY HEALING CENTER,M02016065,Parent Facility,7440 RANCHO LOS GUILICOS ROAD,SANTA ROSA,95409,49,Sonoma,Not Applicable,16,Open,2022-02-01,Hospital,Psychiatric Health Facility,38.43955100,-122.58141380
106490907,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME,140000648,Consolidated Facility,151 SOTOYOME STREET,SANTA ROSA,95405,49,Sonoma,None,46,Open,1962-02-01,Hospital,General Acute Care Hospital,38.44151570,-122.70232000
106490964,HEALDSBURG HOSPITAL,110000019,Parent Facility,1375 UNIVERSITY STREET,HEALDSBURG,95448,49,Sonoma,Emergency - Basic,38,Open,1972-01-10,Hospital,General Acute Care Hospital,38.62709300,-122.86432510
106491001,PETALUMA VALLEY HOSPITAL,110000001,Parent Facility,400 NORTH MCDOWELL BOULEVARD,PETALUMA,94954,49,Sonoma,Emergency - Basic,80,Open,1980-03-05,Hospital,General Acute Care Hospital,38.25459000,-122.63165370
106491064,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,140000648,Parent Facility,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,49,Sonoma,Emergency - Basic,283,Open,1950-02-07,Hospital,General Acute Care Hospital,38.44375890,-122.70110680
106491076,SONOMA VALLEY HOSPITAL,110000072,Parent Facility,347 ANDRIEUX STREET,SONOMA,95476,49,Sonoma,Emergency - Basic,51,Open,1957-07-26,Hospital,General Acute Care Hospital,38.28815030,-122.46568760
106491338,SONOMA SPECIALTY HOSPITAL,110000091,Parent Facility,501 PETALUMA AVENUE,SEBASTOPOL,95472,49,Sonoma,None,58,Open,2015-11-01,Hospital,General Acute Care Hospital,38.39703120,-122.81901150
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,110000213,Parent Facility,401 BICENTENNIAL WAY,SANTA ROSA,95403,49,Sonoma,Emergency - Basic,172,Open,1990-03-30,Hospital,General Acute Care Hospital,38.47205820,-122.72855730
106494048,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",550001413,Parent Facility,1287 FULTON ROAD,SANTA ROSA,95401,49,Sonoma,Not Applicable,144,Open,2013-07-29,Hospital,Acute Psychiatric Hospital,38.45034210,-122.77165050
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,110000005,Parent Facility,30 MARK WEST SPRINGS RD.,SANTA ROSA,95403,49,Sonoma,Emergency - Basic,124,Open,2014-10-21,Hospital,General Acute Care Hospital,38.49531600,-122.75236670
106500852,DOCTORS MEDICAL CENTER,030000026,Parent Facility,1441 FLORIDA AVENUE,MODESTO,95350,50,Stanislaus,Emergency - Basic,394,Open,1962-07-11,Hospital,General Acute Care Hospital,37.66575000,-120.99731090
106500867,EMANUEL MEDICAL CENTER,030000035,Parent Facility,825 DELBON AVENUE,TURLOCK,95382,50,Stanislaus,Emergency - Basic,209,Open,1966-11-05,Hospital,General Acute Care Hospital,37.51151620,-120.83783390
106500939,MEMORIAL MEDICAL CENTER - MODESTO,030000061,Parent Facility,1700 COFFEE ROAD,MODESTO,95355,50,Stanislaus,Emergency - Basic,419,Open,1970-05-01,Hospital,General Acute Care Hospital,37.66864720,-120.97463620
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,030000464,Parent Facility,730 17TH STREET,MODESTO,95354,50,Stanislaus,None,96,Open,2013-07-19,Hospital,General Acute Care Hospital,37.64347860,-120.99076890
106500967,OAK VALLEY HOSPITAL DISTRICT,030000069,Parent Facility,350 SOUTH OAK STREET,OAKDALE,95361,50,Stanislaus,Emergency - Basic,29,Open,1973-03-14,Hospital,General Acute Care Hospital,37.75685510,-120.86124830
106501016,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,030000026,Consolidated Facility,1501 CLAUS ROAD,MODESTO,95355,50,Stanislaus,None,67,Open,1987-03-06,Hospital,General Acute Care Hospital,37.66566750,-120.92256010
106504038,STANISLAUS SURGICAL HOSPITAL,030000695,Parent Facility,1421 OAKDALE ROAD,MODESTO,95355,50,Stanislaus,None,23,Suspense,2024-09-14,Hospital,General Acute Care Hospital,37.66479350,-120.95852320
106504042,KAISER FOUNDATION HOSPITAL - MODESTO,030000393,Consolidated Facility,4601 DALE RD,MODESTO,95356,50,Stanislaus,Emergency - Basic,176,Open,2008-10-01,Hospital,General Acute Care Hospital,37.70628790,-121.05242400
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,550003684,Parent Facility,1303 MABLE AVE,MODESTO,95355,50,Stanislaus,None,50,Open,2016-10-20,Hospital,General Acute Care Hospital,37.69769900,-120.97582890
106504081,TELECARE STANISLAUS COUNTY PHF,M02016054,Parent Facility,1904 RICHLAND AVENUE,CERES,95307,50,Stanislaus,Not Applicable,16,Open,2014-03-01,Hospital,Psychiatric Health Facility,37.60015670,-120.96311790
106514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,M01016015,Parent Facility,1965 LIVE OAK BOULEVARD,YUBA CITY,95991,51,Sutter,Not Applicable,16,Open,1988-01-29,Hospital,Psychiatric Health Facility,39.15609250,-121.61790860
106514005,STABLER LANE BEHAVIORAL HEALTH,M02016063,Parent Facility,1253 STABLER LANE,YUBA CITY,95993,51,Sutter,Not Applicable,16,Open,2020-09-29,Hospital,Psychiatric Health Facility,39.14638040,-121.64292250
106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,550000989,Parent Facility,455 PLUMAS BOULEVARD,YUBA CITY,95991,51,Sutter,None,14,Open,2009-04-24,Hospital,General Acute Care Hospital,39.13174980,-121.61339050
106514033,NORTH VALLEY BEHAVIORAL HEALTH,M02016037,Parent Facility,1535 Plumas Court,Yuba City,95993,51,Sutter,Not Applicable,16,Open,2005-10-14,Hospital,Psychiatric Health Facility,39.15226300,-121.61795980
106521041,ST. ELIZABETH COMMUNITY HOSPITAL,230000036,Parent Facility,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,52,Tehama,Emergency - Basic,76,Open,1946-03-20,Hospital,General Acute Care Hospital,40.14845370,-122.21965190
106524017,RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,M02016060,Parent Facility,925 Walnut St,Red Bluff,96080,52,Tehama,Not Applicable,16,Open,2017-05-26,Hospital,Psychiatric Health Facility,40.17467490,-122.24243410
106531059,TRINITY HOSPITAL,230000038,Parent Facility,60  EASTER AVENUE,WEAVERVILLE,96093,53,Trinity,Emergency - Standby,38,Open,1953-07-01,Hospital,General Acute Care Hospital,40.73800960,-122.93997620
106540734,KAWEAH HEALTH MEDICAL CENTER,120000580,Parent Facility,400 WEST MINERAL KING,VISALIA,93291,54,Tulare,Emergency - Basic,435,Open,1969-06-22,Hospital,General Acute Care Hospital,36.32857200,-119.29495820
106540798,SIERRA VIEW MEDICAL CENTER,120000584,Parent Facility,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,54,Tulare,Emergency - Basic,167,Open,1958-02-11,Hospital,General Acute Care Hospital,36.06908320,-119.02735340
106540816,ADVENTIST HEALTH TULARE,120000585,Parent Facility,869 NORTH CHERRY STREET,TULARE,93274,54,Tulare,Emergency - Basic,108,Open,2018-11-02,Hospital,General Acute Care Hospital,36.22111680,-119.33853330
106541123,PORTERVILLE DEVELOPMENTAL CENTER,170000837,Parent Facility,26501 AVENUE 140,PORTERVILLE,93257,54,Tulare,None,607,Open,1953-06-03,Hospital,General Acute Care Hospital,36.04462010,-118.98263870
106544009,KAWEAH HEALTH MENTAL HEALTH HOSPITAL,120000580,Distinct Part Facility,1100 SO. AKERS STREET,VISALIA,93277,54,Tulare,None,63,Open,2024-06-23,Hospital,General Acute Care Hospital,36.32054260,-119.34820030
106544075,KAWEAH HEALTH REHABILITATION HOSPITAL,120000580,Distinct Part Facility,840 SOUTH AKERS,VISALIA,93277,54,Tulare,None,61,Open,2024-06-23,Hospital,General Acute Care Hospital,36.32255130,-119.34824240
106552209,ADVENTIST HEALTH SONORA - FAIRVIEW,030000094,Consolidated Facility,179 FAIRVIEW LANE,SONORA,95370,55,Tuolumne,None,12,Open,1958-11-17,Hospital,General Acute Care Hospital,37.97972410,-120.39088070
106554011,ADVENTIST HEALTH SONORA - GREENLEY,030000094,Parent Facility,1000 GREENLEY RD,SONORA,95370,55,Tuolumne,Emergency - Basic,72,Open,2004-01-14,Hospital,General Acute Care Hospital,37.97735820,-120.37111580
106560051,VENTURA COUNTY MEDICAL CENTER INPATIENT D/P APH,050000032,Distinct Part Facility,200 HILLMONT AVENUE,VENTURA,93003,56,Ventura,None,43,Open,2022-03-22,Hospital,General Acute Care Hospital,34.27653600,-119.25341630
106560203,AURORA VISTA DEL MAR HOSPITAL,050000016,Parent Facility,801 SENECA STREET,VENTURA,93001,56,Ventura,Not Applicable,87,Open,1985-02-27,Hospital,Acute Psychiatric Hospital,34.30775040,-119.28367820
106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,050000026,Parent Facility,147 N. BRENT STREET,VENTURA,93003,56,Ventura,Emergency - Basic,250,Open,1946-01-01,Hospital,General Acute Care Hospital,34.27455040,-119.25742260
106560481,VENTURA COUNTY MEDICAL CENTER,050000032,Parent Facility,300 HILLMONT AVE,VENTURA,93003,56,Ventura,Emergency - Basic,180,Open,1953-07-01,Hospital,General Acute Care Hospital,34.27737690,-119.25323470
106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,050000039,Parent Facility,215 WEST JANSS ROAD,THOUSAND OAKS,91360,56,Ventura,Emergency - Basic,325,Open,1968-11-07,Hospital,General Acute Care Hospital,34.20677960,-118.88308980
106560501,COMMUNITY MEMORIAL HOSPITAL - OJAI,050000045,Parent Facility,1306 MARICOPA HIGHWAY,OJAI,93023,56,Ventura,Emergency - Standby,25,Open,1960-05-05,Hospital,General Acute Care Hospital,34.44289960,-119.26432050
106560508,ST. JOHN'S HOSPITAL CAMARILLO,050000064,Consolidated Facility,2309 ANTONIO AVENUE,CAMARILLO,93010,56,Ventura,Emergency - Basic,132,Open,2020-01-31,Hospital,General Acute Care Hospital,34.24436790,-119.01952190
106560521,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,050000032,Consolidated Facility,825 NORTH 10TH STREET,SANTA PAULA,93060,56,Ventura,Emergency - Basic,49,Open,2006-07-12,Hospital,General Acute Care Hospital,34.36649720,-119.06481820
106560525,ADVENTIST HEALTH SIMI VALLEY,050000216,Parent Facility,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,56,Ventura,Emergency - Basic,136,Open,1965-07-29,Hospital,General Acute Care Hospital,34.28919940,-118.74494420
106560529,ST. JOHNS REGIONAL MEDICAL CENTER,050000064,Parent Facility,1600 NORTH ROSE AVENUE,OXNARD,93030,56,Ventura,Emergency - Basic,241,Open,1953-01-01,Hospital,General Acute Care Hospital,34.21630220,-119.15581020
106564018,LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,050000039,Consolidated Facility,150 VIA MERIDA,WESTLAKE VILAGE,91362,56,Ventura,None,40,Open,1990-03-21,Hospital,General Acute Care Hospital,34.15955580,-118.81109620
106564121,"THOUSAND OAKS SURGICAL HOSPITAL, a campus of Los Robles Hosp & Med Ctr",050000039,Consolidated Facility,401 ROLLING OAKS DRIVE,THOUSAND OAKS,91361,56,Ventura,None,21,Open,2012-11-30,Hospital,General Acute Care Hospital,34.17461000,-118.86931760
106571086,WOODLAND MEMORIAL HOSPITAL,030000115,Parent Facility,1325 COTTONWOOD STREET,WOODLAND,95695,57,Yolo,Emergency - Basic,105,Open,1967-03-29,Hospital,General Acute Care Hospital,38.66402590,-121.79208200
106574010,SUTTER DAVIS HOSPITAL,030000124,Parent Facility,2000 SUTTER PLACE,DAVIS,95616,57,Yolo,Emergency - Basic,57,Open,1994-09-24,Hospital,General Acute Care Hospital,38.56268850,-121.77068360
106580996,ADVENTIST HEALTH AND RIDEOUT,230000126,Parent Facility,726 FOURTH ST,MARYSVILLE,95901,58,Yuba,Emergency - Basic,221,Open,1946-06-05,Hospital,General Acute Care Hospital,39.13815010,-121.59423320
206010020,PACIFIC CARE FACILITIES,550009412,Parent Facility,207 AVENIDA PALMDALE,FREMONT,94539,01,Alameda,Not Applicable,18,Open,2024-10-10,Long Term Care Facility,Congregate Living Health Facility,37.53553930,-121.92355560
206010138,CARMEN HOUSE,550004722,Parent Facility,2863 CARMEN AVENUE,LIVERMORE,94550,01,Alameda,Not Applicable,6,Open,2019-06-06,Long Term Care Facility,Congregate Living Health Facility,37.67540490,-121.75927960
206010156,EVERGREEN,550004812,Parent Facility,1710 MOUNT DIABLO WAY,LIVERMORE,94551,01,Alameda,Not Applicable,6,Open,2019-08-02,Long Term Care Facility,Congregate Living Health Facility,37.71730360,-121.73018830
206010216,"SUNOL HILLS, LLC",550005272,Parent Facility,23 Carver Ln,Sunol,94586,01,Alameda,Not Applicable,6,Open,2019-12-17,Long Term Care Facility,Congregate Living Health Facility,37.60704850,-121.88212100
206010324,KALINGA CARE HOME,550005935,Parent Facility,1230 VANCOUVER WAY,LIVERMORE,94550,01,Alameda,Not Applicable,6,Open,2021-08-23,Long Term Care Facility,Congregate Living Health Facility,37.66680900,-121.77994730
206010330,HAYWARD RESIDENTIAL TREATMENT FACILITY,550007874,Parent Facility,1782 B STREET,HAYWARD,94541,01,Alameda,Not Applicable,12,Open,2022-02-07,Long Term Care Facility,Congregate Living Health Facility,37.68157030,-122.06834850
206010734,CROWN BAY NURSING AND REHABILITATION CENTER,020000001,Parent Facility,508 WESTLINE DRIVE,ALAMEDA,94501,01,Alameda,Not Applicable,135,Open,1969-09-16,Long Term Care Facility,Skilled Nursing Facility,37.76492980,-122.27098370
206010744,ASHBY CARE CENTER,020000006,Parent Facility,2270 ASHBY AVE,BERKELEY,94705,01,Alameda,Not Applicable,31,Open,1963-02-08,Long Term Care Facility,Skilled Nursing Facility,37.85558910,-122.26188820
